step_index,x,y,cost,inter,fitness,sum_nutrients
0,0.5024949062554411,0.8929570552203512,1.049873433280466,-40.26310602462406,-39.21323259134359,-39.21323259134359
0,-0.30316114492110224,0.21233329970000026,0.13699210995136368,-46.118976283265624,-45.98198417331426,-45.98198417331426
0,0.9772891184236646,0.33190869614428337,1.0652574035655018,-41.53258319016884,-40.46732578660334,-161.08589746289303
0,-0.7804393555652942,-0.8526687639361812,1.3361296087076266,-38.5898049632514,-37.25367535454377,-37.25367535454377
0,-0.983400775760811,0.025258302281769396,0.967715067601122,-42.176217411945544,-41.208502344344424,-41.208502344344424
0,0.7027301159773849,0.6781792986829205,0.9537567770636467,-40.54899592394692,-39.59523914688327,-39.59523914688327
0,0.011265170687563768,0.6945933588700619,0.48258683825701454,-43.96538614060137,-43.482799302344354,-170.78276701425796
0,0.197497715919072,0.25058403151638936,0.10179770464425728,-47.38386687087551,-47.28206916623125,-141.80197449254138
0,-0.7286622578071587,-0.41132609608458703,0.700137843272813,-41.71527430206127,-41.015136458788454,-41.015136458788454
0,0.017357062920681288,-0.06248064408318741,0.004205098518282431,-48.06209552408192,-48.057890425563635,-96.01191304966702
0,0.7433094867980926,0.3107591863848491,0.6490802650866172,-43.49652806182317,-42.84744779673655,-85.0266236187122
0,0.699885737949028,-0.4206203087902758,0.6667614903512824,-42.35617391989952,-41.689412429548234,-122.8671953007742
0,0.863565979988542,-0.9859837324744194,1.7179101224977584,-36.898345407183285,-35.18043528468553,-35.18043528468553
0,0.3710340644440578,0.8683813940702764,0.8917525225453139,-41.212858518682864,-40.321105996137554,-158.22339835375487
0,0.33404875108522103,-0.06827153587183316,0.11624957071189496,-46.95675740164536,-46.84050783093347,-182.19089777015785
0,-0.8208474664710665,-0.24458764400178157,0.7336136788103109,-42.13075719006859,-41.397143511258285,-41.397143511258285
0,0.32199591221562907,0.40819109990906755,0.27030134152854945,-45.514335549422434,-45.24403420789388,-176.783263648885
0,-0.4862972832221708,0.8313914758793821,0.9276968338341613,-41.40521122791678,-40.47751439408262,-40.47751439408262
0,0.83711486609092,-0.7536902788607072,1.2688103354795495,-38.69661406815996,-37.42780373268041,-111.51550787306101
0,-0.563126331556091,0.7565866930088858,0.8895346893299427,-41.44507138173447,-40.55553669240453,-159.49909190515976
0,0.19024357497819877,0.8192887892371981,0.7074267379902395,-42.45820614568561,-41.75077940769537,-41.75077940769537
0,-0.32235010156348015,0.8129358538685333,0.7647742904829473,-42.40067520985549,-41.635900919372546,-82.33499332874896
0,-0.3195788212499317,0.03303824467122392,0.10322214860245145,-46.476529313195236,-46.37330716459279,-182.4448741512026
0,-0.302485693580849,0.8395934718230118,0.7964147927489057,-42.30740109878249,-41.51098630603359,-82.44062880854511
0,0.2695508427363181,0.07965387849615944,0.07900239717934021,-47.55404887695907,-47.475046479779735,-141.78813479953627
0,0.7462700197834129,0.03151916163132582,0.5579123999774771,-43.9660622584498,-43.40814985847233,-86.28864147803068
0,0.6653457501566622,-0.5229691247126321,0.716181672654228,-41.978930792771905,-41.262749120117675,-162.7125983016595
0,0.5721723250206066,0.0011016901829412618,0.3273823832407458,-45.28218201898062,-44.954799635739874,-44.954799635739874
0,0.585016165352031,-0.25031893594640986,0.4049034834165378,-44.335569830892425,-43.930666347475885,-86.3873225901823
0,-0.12938982841532864,-0.08896015659438239,0.024655637158645223,-47.674953089554535,-47.65029745239589,-141.573063522135
0,-0.4169014169875132,-0.14764162845501452,0.19560484193904493,-45.81668406340918,-45.62107922147013,-90.98984735918333
0,0.6832500432014343,0.3828460810441129,0.6134017433055974,-43.395611415711976,-42.78220967240638,-85.49097074006357
0,0.5080723735751067,0.7538791293314633,0.8264712784318079,-41.007482007104805,-40.181010728672995,-40.181010728672995
0,0.48959718255465967,-0.1417082150495763,0.2597866193779977,-45.54814916382703,-45.28836254444903,-45.28836254444903
0,0.2530850212839757,0.46700056946021196,0.2821415598744727,-45.29186008612599,-45.00971852625152,-45.00971852625152
0,-0.22687395532570026,-0.46788669162519425,0.27038974780509745,-46.045005312955695,-45.7746155651506,-179.4021150751994
0,-0.06339290265818276,0.4637927290346313,0.21912235561282076,-46.000310623118004,-45.781188267505186,-45.781188267505186
0,-0.9517696742030959,-0.09740827920059103,0.9153538855894875,-42.09655287570509,-41.181198990115604,-41.181198990115604
0,-0.5097431624156492,-0.47296185040679695,0.48353100356972833,-43.40464071314054,-42.92110970957081,-42.92110970957081
0,0.2263224395687511,0.8492833880328756,0.7725041198409509,-42.120243124944174,-41.34773900510322,-41.34773900510322
0,-0.09384759558976398,0.3724134467446987,0.1474991465142464,-46.56499941660586,-46.41750027009161,-92.62124198128322
0,0.5607285298978706,0.8221573017800072,0.990359113111609,-40.26938882589029,-39.27902971277868,-115.69051788930841
0,-0.9234774098391472,0.6438897381590423,1.2674045213897402,-40.225419710905115,-38.95801518951537,-38.95801518951537
0,0.9986330061489477,0.3764910499141061,1.13901339163551,-41.091999542502805,-39.9529861508673,-39.9529861508673
0,-0.132168511609653,0.7958195316828655,0.6507972424690462,-43.12902284988106,-42.478225607412014,-84.16827635313783
0,0.07030600290044253,0.5141277905607544,0.26927031907072,-45.53563849334254,-45.26636817427182,-45.26636817427182
0,0.27697994540208426,-0.44782505246446136,0.27726516776973914,-46.253820337661494,-45.97655516989175,-45.97655516989175
0,0.7276464230429331,0.10426693407015618,0.5403409105075655,-44.22010917658946,-43.679768266081894,-171.60591348481057
0,0.2788466186877765,0.8270467555133865,0.7617617725588255,-41.96545551552288,-41.203693742964056,-41.203693742964056
0,0.434679934601649,0.7950595530638191,0.8210663384633337,-41.19282020461683,-40.3717538661535,-40.3717538661535
0,-0.26391877843002987,0.9268824958229795,0.9287642826710348,-41.892338278279894,-40.96357399560886,-81.8022865806153
0,-0.49589832524773025,0.7300713563718022,0.7789193343780667,-42.02950612264153,-41.25058678826346,-41.25058678826346
0,0.5596676101339424,-0.3649444523731324,0.44641228715096404,-44.12307995886226,-43.6766676717113,-128.66470701185304
